,36061,36005,35028,35031,34017,48301,25019,25025,6057,6075,12087,51013,8065,8047,8019,48103,48443,51610
0,1994.0,2002.0,1986.0,2006.0,2013.0,2006.0,1958.0,1986.0,2006.0,1957.0,2006.0,1969.0,2006.0,1930,1974.0,2006.0,2006.0,1939.0
1,1995.0,2003.0,1987.0,2007.0,2014.0,2007.0,1959.0,1987.0,2007.0,1958.0,2007.0,1970.0,2007.0,1931,1975.0,2007.0,2007.0,1940.0
2,1996.0,2004.0,1988.0,2008.0,2015.0,2008.0,1960.0,1988.0,2008.0,1959.0,2008.0,1971.0,2008.0,1932,1976.0,2008.0,2008.0,1941.0
3,1997.0,2005.0,1989.0,2009.0,2016.0,2009.0,1961.0,1989.0,2009.0,1960.0,2009.0,1972.0,2009.0,1933,1977.0,2009.0,2009.0,1942.0
4,1998.0,2006.0,1990.0,2010.0,2017.0,2010.0,1962.0,1990.0,2010.0,1961.0,2010.0,1973.0,2010.0,1934,1978.0,2010.0,2010.0,1943.0
5,1999.0,2007.0,1991.0,2011.0,,2011.0,1963.0,1991.0,2011.0,1962.0,2011.0,1974.0,2011.0,1935,1979.0,2011.0,2011.0,1944.0
6,2000.0,2011.0,1992.0,2012.0,,2012.0,1964.0,1992.0,2012.0,1963.0,2012.0,1975.0,2012.0,1936,1980.0,2012.0,2012.0,1945.0
7,2001.0,2012.0,1993.0,2013.0,,2013.0,1965.0,1993.0,2013.0,1964.0,2013.0,1976.0,2013.0,1937,1981.0,2013.0,2013.0,1946.0
8,2002.0,2013.0,1994.0,2014.0,,2014.0,1966.0,1994.0,2014.0,1965.0,2014.0,1977.0,2014.0,1938,1982.0,2014.0,2014.0,1947.0
9,2003.0,2014.0,1995.0,2015.0,,2015.0,1967.0,1995.0,2015.0,1966.0,2015.0,1978.0,2015.0,1939,1983.0,2015.0,2015.0,1948.0
10,2004.0,2015.0,1996.0,2016.0,,2016.0,1968.0,1996.0,2016.0,1967.0,2016.0,1979.0,2016.0,1940,1984.0,2016.0,2016.0,1949.0
11,2005.0,2016.0,1997.0,2017.0,,2017.0,1969.0,1997.0,2017.0,1968.0,2017.0,1980.0,2017.0,1941,1985.0,2017.0,2017.0,1950.0
12,2006.0,2017.0,1998.0,,,,1970.0,1998.0,,1969.0,,1981.0,,1942,1986.0,,,1951.0
13,2007.0,,1999.0,,,,1971.0,1999.0,,1970.0,,1982.0,,1943,1987.0,,,1952.0
14,2008.0,,2000.0,,,,1972.0,2000.0,,1971.0,,1983.0,,1944,1988.0,,,1953.0
15,2009.0,,2001.0,,,,1973.0,2001.0,,1972.0,,1984.0,,1945,1989.0,,,1954.0
16,2010.0,,2002.0,,,,1974.0,2002.0,,1973.0,,1985.0,,1946,1990.0,,,1955.0
17,2011.0,,2003.0,,,,1975.0,2003.0,,1974.0,,1986.0,,1947,1991.0,,,1956.0
18,2012.0,,2004.0,,,,1976.0,2004.0,,1975.0,,1987.0,,1948,1992.0,,,1957.0
19,2013.0,,2005.0,,,,1977.0,2005.0,,1976.0,,1988.0,,1949,1993.0,,,1958.0
20,2014.0,,,,,,1978.0,2013.0,,1977.0,,1989.0,,1950,1994.0,,,1959.0
21,2015.0,,,,,,1979.0,2014.0,,1978.0,,1990.0,,1951,1995.0,,,1960.0
22,2016.0,,,,,,1980.0,2015.0,,1979.0,,1991.0,,1952,1996.0,,,1961.0
23,2017.0,,,,,,1981.0,2016.0,,1980.0,,1992.0,,1953,1997.0,,,1962.0
24,,,,,,,1982.0,2017.0,,1981.0,,1993.0,,1954,1998.0,,,1963.0
25,,,,,,,1983.0,,,1982.0,,1994.0,,1955,1999.0,,,1964.0
26,,,,,,,1984.0,,,1983.0,,1995.0,,1956,2000.0,,,1965.0
27,,,,,,,1985.0,,,1984.0,,1996.0,,1957,2001.0,,,1966.0
28,,,,,,,1986.0,,,1985.0,,1997.0,,1958,2002.0,,,1967.0
29,,,,,,,1987.0,,,1986.0,,1998.0,,1959,2003.0,,,1968.0
30,,,,,,,1988.0,,,1987.0,,1999.0,,1960,2004.0,,,1969.0
31,,,,,,,1989.0,,,1988.0,,2000.0,,1961,2005.0,,,1970.0
32,,,,,,,1990.0,,,1989.0,,2001.0,,1962,,,,1971.0
33,,,,,,,1991.0,,,1990.0,,2002.0,,1963,,,,1972.0
34,,,,,,,1992.0,,,1991.0,,2003.0,,1964,,,,1973.0
35,,,,,,,1993.0,,,1992.0,,2004.0,,1965,,,,1974.0
36,,,,,,,1994.0,,,1993.0,,2005.0,,1966,,,,1975.0
37,,,,,,,1995.0,,,1994.0,,,,1967,,,,1976.0
38,,,,,,,1996.0,,,1995.0,,,,1968,,,,1977.0
39,,,,,,,1997.0,,,1996.0,,,,1969,,,,1978.0
40,,,,,,,1998.0,,,1997.0,,,,1970,,,,1979.0
41,,,,,,,1999.0,,,1998.0,,,,1971,,,,1980.0
42,,,,,,,2000.0,,,1999.0,,,,1972,,,,1981.0
43,,,,,,,2001.0,,,2000.0,,,,1973,,,,1982.0
44,,,,,,,2002.0,,,2001.0,,,,1974,,,,1983.0
45,,,,,,,2003.0,,,2002.0,,,,1975,,,,1984.0
46,,,,,,,2004.0,,,2003.0,,,,1976,,,,1985.0
47,,,,,,,2005.0,,,2004.0,,,,1977,,,,1986.0
48,,,,,,,,,,2005.0,,,,1978,,,,1987.0
49,,,,,,,,,,,,,,1979,,,,1988.0
50,,,,,,,,,,,,,,1980,,,,1989.0
51,,,,,,,,,,,,,,1981,,,,1990.0
52,,,,,,,,,,,,,,1982,,,,1991.0
53,,,,,,,,,,,,,,1983,,,,1992.0
54,,,,,,,,,,,,,,1984,,,,1993.0
55,,,,,,,,,,,,,,1985,,,,1994.0
56,,,,,,,,,,,,,,1986,,,,1995.0
57,,,,,,,,,,,,,,1987,,,,1996.0
58,,,,,,,,,,,,,,1988,,,,1997.0
59,,,,,,,,,,,,,,1989,,,,1998.0
60,,,,,,,,,,,,,,1990,,,,1999.0
61,,,,,,,,,,,,,,1991,,,,2000.0
62,,,,,,,,,,,,,,1992,,,,2001.0
63,,,,,,,,,,,,,,1993,,,,2002.0
64,,,,,,,,,,,,,,1994,,,,2003.0
65,,,,,,,,,,,,,,1995,,,,2004.0
66,,,,,,,,,,,,,,1996,,,,2005.0
67,,,,,,,,,,,,,,1997,,,,2006.0
68,,,,,,,,,,,,,,1998,,,,2007.0
69,,,,,,,,,,,,,,1999,,,,2008.0
70,,,,,,,,,,,,,,2000,,,,2009.0
71,,,,,,,,,,,,,,2001,,,,2010.0
72,,,,,,,,,,,,,,2002,,,,2011.0
73,,,,,,,,,,,,,,2003,,,,2012.0
74,,,,,,,,,,,,,,2004,,,,2013.0
75,,,,,,,,,,,,,,2005,,,,2014.0
76,,,,,,,,,,,,,,2006,,,,2015.0
77,,,,,,,,,,,,,,2007,,,,2016.0
78,,,,,,,,,,,,,,2008,,,,2017.0
79,,,,,,,,,,,,,,2009,,,,
80,,,,,,,,,,,,,,2010,,,,
81,,,,,,,,,,,,,,2011,,,,
82,,,,,,,,,,,,,,2012,,,,
