GEOID,y1930,y1931,y1932,y1933,y1934,y1935,y1936,y1937,y1938,y1939,y1940,y1941,y1942,y1943,y1944,y1945,y1946,y1947,y1948,y1949,y1950,y1951,y1952,y1953,y1954,y1955,y1956,y1957,y1958,y1959,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
40035,1.8732815044589906,2.093823522410589,1.2896022448974822,1.0082099015669777,0.8137300216843598,1.026739164723351,0.6036264116688878,1.132863856678648,1.3424733760322958,1.5398635743135745,1.182960188153416,1.3429683715106517,1.9201250636036868,1.807246880764209,1.9964654083988642,2.054612824785113,1.8063521519149692,2.130075846974244,2.266046035810732,2.107415547626077,2.1427093015363856,2.936423172334667,2.1629784123727434,2.0501147885336923,2.0126868695345177,2.8552081557274342,1.7159170745034142,3.151236852227123,4.003233366812189,5.376034904311476,5.704685831287271,6.032662040036985,3.4810103368743905,3.0444458900593503,5.324196820107956,4.351490712254601,4.772416301255022,5.996991573081616,8.26613131760204,8.518232055585292,6.99724667757404,7.4998308160260185,7.808257235825223,8.369193622285103,6.746825450650128,10.256255845561382,9.358137070384599,12.567649703301932,9.057395029198622,12.951295775880842,5.669366151880527,9.513906020644562,7.320519409397926,5.5078029897559375,6.659230992480484,8.408719352761905,10.016747644362303,8.872024495949468,7.005324882204522,8.938612890984588,5.315698528550697,5.153212651324495,5.927009314496886,6.321670208159515,7.440675478457264,5.064275764423106,5.665067380353991,7.910958873891574,5.776022662101912,6.4427825598631285,4.849285170174649,4.991409315029,8.032362785555287,6.911716502091218,8.26362137327703,7.84453121560452,5.090825993198813,6.350327345135079,7.579585030400878,9.16821174667481,6.452416851481953,3.5202264053369197,4.691250966375985,5.795825864254674,9.440194117884781,9.727948107600117,8.87659041524212,7.397329210268162
40041,0.9972213935531178,1.1278017572366092,0.8808749371532364,0.6983191258728002,0.5681851207058547,0.8018931793416179,0.4746397817303883,0.7368478500385727,0.8449074940314282,1.0773693336167216,1.10818173266248,1.319846355220656,0.8001824044456757,0.7313863429888658,0.7297328334261447,0.705516717191889,0.6131387557129417,0.6914389812534696,0.7181671394326167,0.7140362414513507,0.7773531498433202,0.7552624670083351,1.0552417738221571,1.2195273929040258,1.075994502712079,1.5476215861228877,1.0011774426291353,1.0823991823230867,1.2090198568033197,1.1481654363581912,1.516159721908671,2.0639721631196775,1.619613030386854,1.1706532967500183,1.9860783740461194,1.5411621970199096,2.007856595605216,3.3861074729884475,3.543852009316665,4.030265306105539,3.357461309867833,3.419192477880618,3.475479484184162,4.909542147322323,4.321699416488453,6.606143782204616,4.456384843312169,5.679747961120281,4.032024692262295,6.325051387962932,3.150829054726726,7.563962653883149,5.144709809969803,4.089307739143658,4.335988476325724,5.251926777400029,5.322249784315366,6.084267745010108,4.12972486926557,8.215188152104862,4.301370005759903,4.698178508620744,6.602015807795959,5.967173851060616,5.762069623244237,4.383200297100757,4.904671523261048,7.105744463698037,5.7601524308067935,6.3618724666632,5.960384287421686,3.71433564315459,7.40599897591918,8.62804030677712,8.876771798053749,3.3294278749996193,4.208660908009987,10.121389504645819,7.24214714695948,7.156511767270043,7.656554826298869,3.90945496140316,4.651749949278977,4.9415130019188584,5.765211791348937,13.216384979456963,11.104763301128676,10.403138446105496
40131,1.5555383747053462,1.7608291448236553,2.1488357955369604,1.7067568489586902,1.4030794508301099,1.856274964537458,1.0961886923760678,1.050321424903684,1.2133064860259684,1.7311294569730453,1.5186094539862465,1.8064219912161446,3.0708071438387323,2.700057051662651,3.077690343965465,2.679011666757171,2.28957528615982,2.232921316494748,2.3299253778158278,2.669984009072437,2.793307338605626,3.2548251432888766,3.9802536037696696,4.446572554372582,4.12245961773223,4.946805892891445,2.865621962975677,3.447553287013319,3.888429772754639,4.349206298295637,4.523582893802656,4.757824398696268,4.655798771172749,3.1800881704614476,5.660559425565269,5.6607103735061735,5.273633067627106,6.341033788098266,6.030704918455791,8.397431483500775,7.126585226809552,9.092673036080019,7.067067066177373,7.827110040362259,5.875742022382602,8.269572144023696,5.260299153223852,8.978338868730487,6.268124370671983,10.320638822558983,5.651477302786964,8.10183250586061,6.6570766809605955,4.916035634313274,6.077759683748513,5.117931434465785,8.13650112646473,10.152076132231862,5.459262793100168,8.46305461169106,4.7191658060419766,5.876526266023454,6.885141048266182,10.13259973878303,10.275491879859931,6.4401173427332425,6.074655470791926,9.550994826917266,6.735549107823016,8.115098786608366,6.108459495702713,4.636771133117086,6.7285839812598125,9.211945851793002,6.945508648886359,4.685441021966737,3.3777966057074247,8.280653619426653,6.512573853613214,6.86476602152446,7.7843271135573096,4.604307004400505,3.825460451587305,4.842419673238705,5.325041598495519,8.416701534121918,8.616719099228543,6.574009637228134
20021,0.9415729210118979,1.0986006439049258,1.6357108767390283,0.9434252959027087,0.7317398951077012,1.1658431828435831,0.5899041129044343,0.8690982293249339,1.2037663260515328,0.9886540231354658,0.9314950751402248,1.2570742418577703,2.2853227849915085,2.085146655873226,4.57559130219227,2.971033692325201,2.2029984585121922,1.991068408980543,3.4121722451428846,8.136702359769165,9.407758240929828,8.010016878993014,6.661460117333934,2.5357498218559065,2.398575383818658,5.794522578830292,4.438986435235768,6.639119550698986,18.70457151088461,22.555246568574457,20.349283894914322,18.520209235465103,11.136200391082301,9.196052796074445,17.281457416189564,20.36506586068847,27.3118174516454,28.23419151761036,37.59178924434363,25.563564880095573,26.566943639794935,22.98860920877782,19.441654034379344,35.912964441293816,27.835718814551903,30.401869487583184,16.945287176615118,21.759160743798155,30.94535025143667,34.020149595640895,14.107526014260548,33.58924090282033,29.303609205411533,19.023237607103013,13.132079471898132,34.08152603133196,27.56993683225976,33.74828319667204,30.08705044741301,31.50886508189787,21.182193194690953,18.960550663975173,30.18581893340667,29.53619692788312,38.02491294376266,24.041791899244757,37.711508455774286,39.571017306183585,38.04414170357062,30.140351219526988,12.133556939892285,34.8947714180291,33.103550202305556,35.83083415920763,42.24855799237608,42.893920028318384,29.459121582262235,47.53168569404185,53.41293952251213,53.7686015429231,50.954191570272044,19.476448040005494,28.279375858088247,53.78586875295609,52.658713554777165,59.50273364296257,55.72724789853244,60.29391422306892
40105,3.5541059821265124,4.0320809557183015,4.327107499800654,3.4773288463661602,2.9010165691019685,3.3130758789605532,1.9694526679004725,4.055305549131439,4.639327201054435,4.822938024137169,4.861361325354132,5.965858634073761,5.018031398166777,4.50513820692229,5.035756042596427,5.43293331635456,4.716506720253673,6.3726480745891205,6.737518451786639,6.915579499296781,6.350272037750881,7.70653355609894,6.870418788998208,7.397878968755652,9.05216071833541,12.47609032384691,6.745857996035995,7.816715990093131,9.36161757779601,10.534645040995555,10.335774055055323,11.799468511668207,10.801238840051774,10.442280633977878,13.11252103979801,16.201398256670558,16.45039474068083,16.42995116222534,13.253949596257364,13.586187522261891,14.71774258460489,14.258646617487235,15.59168125587587,19.793355297209548,11.151996439721596,12.377551911742199,15.893406651724245,18.777517722875846,10.774035598499957,16.505935591752646,9.742414453840654,15.318795656696693,10.366405924567738,7.807435758712144,8.65780835584135,9.238961120263262,9.449560081365249,10.690175681529384,9.277166931800203,11.732165812961796,7.506862840113027,7.425656319330682,7.425798668127834,9.445319842406835,9.668777280917332,8.897916066173053,7.153582246282765,8.10869904180367,6.685580934655085,6.660033525593016,7.719811570435579,5.282123757322126,7.114015442095244,11.92659004596666,12.45193360290033,6.5427949240853,2.3524547879685977,5.337499672035868,4.856027965727659,4.807774298107494,5.530194843602727,2.631498918894366,3.716824363445425,3.9469911471885495,5.369352641894373,7.6876230043321465,6.7072075657067,10.121872003926283
40115,1.1822244526889367,1.3397963490120026,1.2094970911477847,0.9580234699385156,0.7817167447648257,1.0619454498247007,0.6275413740237304,0.7246992980816074,0.8645362685323597,0.9767752271067497,0.7098008044398343,0.7868116619580903,1.2989061651763403,1.2175260321294332,1.4711690747155493,1.4304266407690545,1.2552842796835726,1.4873742099566367,1.5571645263400484,2.6509145152760345,3.0267027608264714,6.318526583577275,1.6699170020943412,1.4595161505702279,1.2965219412195972,1.8674602195476722,1.0954595513479164,2.894737890155403,4.621104446559796,7.24690906551119,9.197896429289965,10.04041162372717,5.388826316536236,3.589293683987529,5.660978271276825,7.593782685482593,9.205589829928178,10.180779726997502,10.63841163733222,9.86822108374214,10.250526020860779,6.845865314253694,8.195953517616191,9.123397956492987,11.488379660119701,10.891187483703485,8.385366792096745,16.912897785031245,13.764681607680862,16.54499168072563,7.3129152621190565,16.092717435827804,12.0673669133128,13.760564755688009,10.767129035313157,15.296472449320126,17.34532911781181,17.57646333632273,15.596042422283709,22.940182138301395,12.295032454136695,14.606598187215154,13.558532518206007,16.627448373014314,19.959981682922493,12.475524758305719,14.174041811343027,17.012920942137413,12.881058160520547,13.750955689416505,6.010037987953746,11.886585056986553,14.891511851975434,17.864080269668474,19.493988559607843,16.85706039394759,12.427361915434002,15.9209549464359,17.68583774298417,23.51089090452118,20.931963963288418,7.155859423383106,9.906383965648685,21.107300336202957,23.71641753666976,23.436870902890252,21.997072111443398,19.783525899427946
20099,1.6975158917390722,1.8132375317398002,3.424307508437859,2.434051378273739,1.5819790968738032,3.211693579372912,1.6536901283171446,1.5679758374816808,1.9466570133187318,1.6659310569199275,2.0539437961881144,3.007252910539258,3.3014621565997007,2.962731934711918,4.859846728937151,3.960229987060279,2.7008723990936314,4.473265254751702,4.983112355314946,7.144809893784002,9.358768591274108,8.275782790362594,9.185990736090123,5.689806239050102,5.770778840512064,6.384988165491682,4.892668214937215,6.648724778644676,13.301121516460586,13.677367083747777,13.533068789393779,15.688425394493457,10.228693969156176,8.333274578015997,12.408737676305606,17.09896232252566,17.43897374543516,15.654367390573295,19.321780130822106,13.652355255515356,11.663640032171925,14.621356310761561,10.9846127987619,15.29128963824778,13.857227163294318,16.035899714564636,11.550190088466097,15.280361325348812,15.820585001007133,15.012970626751443,8.63387342457873,11.595340079210796,17.268972359973805,11.694372158899304,16.072871176060634,22.68700779997097,25.713599957984712,26.6772598323529,27.03935785511485,16.507707830236548,11.407247570529895,16.221880071489984,16.758334482619762,14.434661094266621,19.777091825155537,15.251627669050544,17.796785145079028,20.529016209857033,14.641983713271728,9.158854276766114,6.559124523003127,26.60005163374415,13.347678960778714,17.180226255458546,18.558663954603524,19.894670825494195,10.458567322327418,13.096518914410042,21.738897258207537,27.292286603200022,17.594706318778492,8.318567468819268,16.228007007797196,12.142388179703913,16.331805201320552,34.7176753569754,45.327884145945674,49.477288865687036
40097,1.3815533778842655,1.5627540772968813,2.1277406362749876,1.713059154849417,1.4269079265209876,2.170920371500265,1.2931800894055296,0.8069718653549699,0.929842314541521,1.2855338066552926,1.3142414915433824,1.5723762141175333,2.25230959548955,1.945084984146161,2.5496235577769286,2.301287987538568,1.946636760167657,2.3286592563565742,2.4288364224929824,2.0901759113247707,2.300513713277476,2.637818549301787,1.5755607911115574,1.7669819114870227,1.635048524116902,2.2401085120959814,1.3501506206261287,2.288349492004847,2.6581166031411025,2.4884112431882865,3.1519768808158597,3.8441464790725606,2.344552438131695,1.8414673545342086,3.0297116178989856,2.990649664362575,3.2731243862816584,4.451981654507436,4.821979065624494,5.294371748320463,3.8860763022336258,4.431216600826968,3.972178184895819,4.862976012390054,5.129753074329962,5.5392243244076536,5.265255225439777,7.5447053399324195,6.0496266240252465,10.928906989665599,6.208116716374982,10.034362306278684,6.527302611849759,6.706118782337395,6.936529700580183,7.432789710997446,6.557738540268597,6.929320544453295,7.155282823817817,9.216121062070627,4.745780226526533,6.053978899201171,8.026370404949217,7.310036776428649,10.185730074337826,6.242219024911122,6.79685150059007,9.650786754045427,8.727314245411085,8.925215612887843,5.467402510090692,5.110265075948077,9.276219032341379,5.582244934785768,7.6465445997876715,6.177326177077024,4.97092555201546,9.994638292073391,8.163886425261515,6.8631946251988545,10.590666143056982,4.382217579997318,4.288830448277688,6.158602757007512,6.322515984869423,10.601204594136068,9.241826816476745,11.492625067245312
40075,0.9630676160500435,1.12130375542333,0.8509568443950873,0.7042733850398059,0.6055748559931888,0.6722424607873234,0.4042094229195892,0.9139837244782351,0.9989618298962849,0.898988267750673,0.8362512276519666,1.0791638706353939,1.0958836446425075,0.882648842087667,1.685525402248889,1.3973986477466822,1.1574747208854035,2.1349750893119297,2.199606643212998,2.5044510364103347,2.8200517439223662,2.380424100614557,2.1989899848116536,2.324924795316981,2.4089712675254598,2.981898959212307,1.4749929548366136,1.5644375481007018,2.0302038545753383,1.7048116901592751,1.7673086191483913,2.351077203196377,2.3142090350618405,3.090586532367907,3.085372380777636,3.042804805776514,2.887727828108173,2.5613007761226716,2.3451726446441685,3.2803812121701745,2.0856423755775317,2.390678856435738,2.7937794297257783,4.1578434604868635,1.6807100563329862,2.988588139317081,1.986197182851173,2.478262578492682,2.2726033876324956,2.9633585346183016,1.653430559661503,1.768524269913681,2.83649681097384,2.0002128993034813,1.4793508928335433,3.602749152194646,4.1803153068449594,2.1977794521170906,2.675785862269163,3.414271803882823,5.5236416445498895,4.652693225003837,3.5226880526198285,2.7798652387091702,3.6346119856596135,4.665903241350365,2.5534830979520655,3.130405346983771,1.9981806734653305,2.7411586779169475,2.5704342108552427,2.6825804677945557,4.7908911804558265,2.7622985002273364,4.189279568619126,3.0707354518486456,1.836965471827362,5.670731178090183,4.232720102190177,3.4303772740408,3.545618267746963,1.1443934824811801,2.8929135478289063,2.774290951049318,3.676634027642035,3.3718863496433418,3.824284709563389,4.8828551951611034
40141,1.2294208817387389,1.4314553953870275,3.359455012118717,2.7863353700069524,2.402005187079509,3.719642922145662,2.2438014717458064,2.376481553969727,2.5836888521072052,3.143568622627532,4.191418488574571,5.430596249792262,2.9548332148059933,2.3699563928766314,3.9225701763063325,4.6092039880015845,3.811961991131415,5.746668289293765,5.915452802217687,5.3219537404849175,5.957374507226965,5.0235352295872,4.419748823625328,4.6149581484928,4.332298692356588,5.992771569261202,2.90420919694864,1.4546070843598633,1.9318451478111076,2.265519427320141,3.301740459832609,3.8813289371509483,3.7689779334449356,3.9122243469505342,4.243349623063893,3.805632971028254,4.970034197997389,6.92858737328957,5.3128591792878295,4.830420984514673,3.774498389653678,4.163207156851885,3.933668623173686,5.1939511500051525,2.831898710033328,4.530244366080829,3.775916784569467,3.129002938961935,3.5500648915237623,4.5753651428152144,4.005129342227466,2.6716259788977035,4.6422713908789985,4.671960472221412,2.5112987413923396,5.504917529958214,3.653900969515204,3.220565542951606,4.303484935064555,3.6998604630232155,3.921878754447834,6.279114060710218,3.9224879578087064,5.736794123385374,3.6779555316506105,3.4620781420311815,3.826470286850463,6.867372703985051,4.70157719922938,5.473586944049784,3.2225579133419426,4.965637825790046,9.544316582251968,5.652973591160738,8.799146034168915,4.161542545080959,2.086950149947814,17.58257002150501,10.592917365532681,8.551103995377762,5.472194400036936,1.2821944171058093,3.4300275974705823,2.149007226038675,3.4415041976965397,3.8864430038914466,4.361854870398387,4.9533842471165235
