GEOID,StateFIPS,CountyFIPS,AREA (HA),y1930,y1931,y1932,y1933,y1934,y1935,y1936,y1937,y1938,y1939,y1940,y1941,y1942,y1943,y1944,y1945,y1946,y1947,y1948,y1949,y1950,y1951,y1952,y1953,y1954,y1955,y1956,y1957,y1958,y1959,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
1001,1,1,156535.283,2.3516394515807,2.43510899078334,2.51857852998597,2.6020480691886,2.68551760839124,2.76898714759387,2.71811306858968,2.66723898958548,2.61636491058128,2.56549083157709,2.51461675257289,2.78404404990005,3.0534713472272,3.32289864455436,3.59232594188152,3.86175323920867,3.54112646902265,3.22049969883663,2.8998729286506,2.57924615846458,2.25861938827855,2.14522716235239,2.03183493642622,1.91844271050005,1.80505048457388,1.67082483951144,1.536599194449,1.40237354938657,1.26814790432413,1.16369641429016,1.03838487360896,0.936877338329353,0.812022174336898,0.713959404563314,0.598569966237082,0.536659771300176,0.496291708112844,0.451946022816604,0.400231854347457,0.351980411147105,0.32513262841617,0.289484549352514,0.258292176754955,0.225952215562549,0.19241647122983,0.645281510702535,0.472682845343673,0.288974941083999,0.102546723877757,0.131094477388842,0.096824564868696,0.157149339108984,0.133911537866982,0.134850558026363,0.135789578185743,0.136728598345123,0.137667618504504,0.1380930309524,0.129432840892246,0.120370065393595,0.109940914162075,0.101639454013269,0.091139067420185,0.0853712795460545,0.0822427970330702,0.0766686174138668,0.070650801469842,0.0657019184089385,0.067386463664554,0.0677308182195693,0.0682426966121597,0.068303191331284,0.0700016969066975,0.0551562928335906,0.0416464260211513,0.0281160840730084,0.0142693082094461,0.0,0.0046526350132999,0.0093897865572682,0.0139271168751562,0.018547756344703,0.0236374625594599,0.0190790031089049,0.0144939813201398,0.0098781713666311,0.0049460281126204,0.0
1003,1,3,435268.779,1.59426301215991,1.62164590754448,1.64902880292906,1.67641169831364,1.70379459369822,1.7311774890828,1.70285484088245,1.67453219268211,1.64620954448176,1.61788689628142,1.58956424808107,1.82982879602556,2.07009334397005,2.31035789191453,2.55062243985902,2.79088698780351,2.59611753205762,2.40134807631173,2.20657862056584,2.01180916481996,1.81703970907407,1.80757308144465,1.79810645381523,1.78863982618582,1.7791731985564,1.74091973099695,1.70266626343749,1.66441279587804,1.62615932831858,1.62960056679624,1.5498473526254,1.50545192383358,1.42299366854432,1.38787844407252,1.3212243147367,1.20768298387415,1.14234323784144,1.06846045704501,0.977142592496014,0.893951029307639,0.903477430099733,0.889455183104938,0.889108131361355,0.886130495229116,0.879053804952801,1.0132320402151,1.2444625755154,1.36062378979257,0.574310721159278,0.334217950979059,0.645913448853312,0.515813395528925,0.341399887240155,0.358624305567788,0.219780242578058,0.275793272782779,0.224338453972762,0.310234391964837,0.231220035182648,0.35126865736029,0.329889693218246,0.325795308512142,0.305409151830393,0.259749538027479,0.235297121959926,0.225236365603373,0.222642897657086,0.132476207203478,0.128550044055824,0.129206953334198,0.0884566501459582,0.113128137096544,0.141145944115158,0.13901604121586,0.13995432443141,0.141727679708799,0.143857582608097,0.14364177746852,0.120301763172148,0.0968482731297793,0.0714932922366286,0.0471664707864603,0.0233709844252557,0.0206502705857452,0.0179494166974765,0.0153161327662679,0.0122997670159993,0.0091646530463401
1005,1,5,234253.859,1.99153112548225,2.18780169457172,2.38407226366118,2.58034283275065,2.77661340184012,2.97288397092958,2.86989739781318,2.76691082469678,2.66392425158038,2.56093767846398,2.45795110534758,2.82923128127256,3.20051145719755,3.57179163312253,3.94307180904751,4.3143519849725,3.96269432361894,3.61103666226539,3.25937900091183,2.90772133955827,2.55606367820472,2.38051408776531,2.20496449732591,2.02941490688651,1.85386531644711,1.72267185515019,1.59147839385327,1.46028493255634,1.32909147125942,1.22935201905845,1.09664189342153,0.989071847978599,0.85685532420717,0.75290910439125,0.630683614838037,0.574134855302641,0.540528766948226,0.502820604727848,0.456908866229624,0.414827088610362,0.382250710086004,0.339317138141558,0.301606471607711,0.262539895808865,0.222076803890382,0.212785548808286,0.311296574325625,0.313575336760024,0.216630846506312,0.156611087493537,0.167624604328443,0.110659782103063,0.159976468810922,0.162627330838412,0.165299487934125,0.167992940098061,0.170707687330221,0.172801032874477,0.149054720778303,0.124488792263902,0.0982934632847193,0.0735642081519622,0.0467083454859886,0.0401422456636747,0.0347519798412129,0.028247882786598,0.0216518656624395,0.0154248061843989,0.015820286022826,0.0159011299676979,0.0160213033992641,0.0160355057139038,0.0164342630095554,0.0129490149969859,0.00977731039223,0.0066007988502116,0.0033499982777704,0.0,0.0033679150439312,0.0067970092893871,0.0100814584226669,0.013426212768878,0.017110511683551,0.0172634596873626,0.0174863267786309,0.0178763441883504,0.0179014713604052,0.0177135638128652
1007,1,7,162235.375,1.8520825534911,1.90566287385725,1.9592431942234,2.01282351458955,2.0664038349557,2.11998415532186,2.07397244154449,2.02796072776712,1.98194901398976,1.93593730021239,1.88992558643503,2.03462909208269,2.17933259773034,2.324036103378,2.46873960902566,2.61344311467331,2.40715192796005,2.20086074124678,1.99456955453351,1.78827836782025,1.58198718110698,1.43580919110788,1.28963120110879,1.14345321110969,0.997275221110592,0.934203499537377,0.871131777964163,0.808060056390948,0.744988334817734,0.699822153764069,0.693957249956795,0.703876516012674,0.695858375648533,0.711084303493013,0.710608852118609,0.588648133137574,0.490895495655875,0.387924255525387,0.278659809606527,0.172493457576795,0.175551540034323,0.174046959677729,0.175218119530586,0.175886150198344,0.17574657148459,0.280656136446247,0.17259117967157,0.164731782351631,0.186538732564926,0.173485784217165,0.111957954707899,0.175354191320889,0.15588762091775,0.150099479948455,0.14421550482707,0.138235695553596,0.145747556927039,0.160755334479648,0.149153707528229,0.15446134065122,0.158256710910056,0.16560110855221,0.169959299080557,0.168703114935551,0.172834028181628,0.172036834397297,0.170055928630173,0.170539076378252,0.139929250798695,0.105483232099389,0.0708536172558131,0.0354582132315317,0.0,0.0357915851777064,0.0720663181034919,0.109469201021042,0.148152425471003,0.184912721883608,0.148944787777852,0.112723201104356,0.0743081236545793,0.0371105785299625,0.0,0.0,0.0,0.0,0.0,0.0
1009,1,9,168509.562,3.23641501824561,3.60491863505122,3.97342225185683,4.34192586866244,4.71042948546805,5.07893310227366,4.90795649209796,4.73697988192225,4.56600327174655,4.39502666157084,4.22405005139514,4.32146695719292,4.41888386299071,4.51630076878849,4.61371767458628,4.71113458038406,4.59357934636154,4.47602411233901,4.35846887831648,4.24091364429396,4.12335841027143,4.03569955248466,3.94804069469789,3.86038183691112,3.77272297912435,3.43094269939523,3.08916241966612,2.747382139937,2.40560186020789,2.11801272381895,2.10714686478862,2.14419733471127,2.12657421063366,2.18000577019577,2.18539388945529,2.07961149719534,2.05587015804396,2.0188383225517,1.94881345113824,1.89394415472832,1.95890146581702,1.97327794638497,2.01798595216163,2.05728438863852,2.08728659264112,2.02655404858647,2.55107188734067,2.27039420294242,1.93301967902228,2.36926763734035,2.01086018568452,1.69649032057262,1.31104223183841,1.53599268405192,1.53922466777931,1.21757319775824,1.17426944083181,1.12418854792989,1.59708753949836,1.28401025859775,1.28583521418952,1.16302279689625,1.04388852308785,1.14574360881607,1.00390671282091,1.09583957356021,0.833247390413328,0.636717340034956,0.596675704740609,0.685399775666603,0.799756589437769,0.62258431290202,0.420915973955268,0.368176204895116,0.382336498010446,0.399004307266467,0.417001519463874,0.428358880893518,0.431296870474407,0.435214189915591,0.430345521467262,0.429841866110538,0.438236122055934,0.377538116017372,0.316962548117026,0.25712283576396,0.190480913753152,0.122181462080197
1011,1,11,161913.11,3.28213707965782,3.34849125970335,3.41484543974889,3.48119961979442,3.54755379983996,3.61390797988549,3.51306757690152,3.41222717391756,3.31138677093359,3.21054636794962,3.10970596496565,3.49097767482399,3.87224938468232,4.25352109454066,4.63479280439899,5.01606451425732,4.45760496930152,3.89914542434572,3.34068587938991,2.78222633443411,2.2237667894783,2.05969709737358,1.89562740526885,1.73155771316413,1.56748802105941,1.42002968849507,1.27257135593073,1.1251130233664,0.977654690802059,0.851995379177952,0.809940231602781,0.786363435048292,0.742906538388858,0.724164987036136,0.688961340740459,0.674331872039953,0.68609417644708,0.693858318737466,0.690273086643639,0.691856957809269,0.59653831190268,0.484577503894439,0.380083555310558,0.273178392079918,0.164504220094459,0.273242492755197,0.102125893103337,0.268720907749755,0.317254768888865,0.349847470706393,0.119119450905988,0.355555434968091,0.346810879722152,0.423645643005392,0.427509404900219,0.480711106462808,0.50880703599133,0.441790986238341,0.289516642004906,0.344386417026771,0.29969077702582,0.315599174663432,0.342187182121641,0.33965804652782,0.347975011653654,0.346369983296037,0.342381731013473,0.343354475472635,0.281726250262439,0.212374434046499,0.142652974936077,0.0713897158578842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768565397183735,0.155697478133437,0.238755263778967,0.318787814156504,0.394301966521234
1013,1,13,201457.722,2.70159565267175,2.94141182082793,3.18122798898412,3.42104415714031,3.66086032529649,3.90067649345268,3.74926097897667,3.59784546450065,3.44642995002464,3.29501443554862,3.14359892107261,3.31807216185909,3.49254540264557,3.66701864343205,3.84149188421853,4.01596512500501,3.77483301292997,3.53370090085492,3.29256878877988,3.05143667670484,2.8103045646298,2.66202441411559,2.51374426360138,2.36546411308717,2.21718396257297,2.0358431621858,1.85450236179864,1.67316156141147,1.49182076102431,1.34489010929682,1.21775606402311,1.11850633959258,0.991281787840738,0.896836646022278,0.781022633517922,0.660684411093181,0.567339477045444,0.468399255063811,0.361847987447169,0.258988264289049,0.294925140559367,0.323528304854335,0.35710029629651,0.390031433080016,0.421321629370525,0.706465137194862,0.259134987973901,0.261031915613765,0.224929802969887,0.136425397126951,0.424020700232515,0.22979814173793,0.139357012570377,0.132841259487079,0.126221153274874,0.119496693933764,0.112667881463747,0.105342915255825,0.12811167549513,0.151292024252979,0.173247105651777,0.199547611986743,0.222748540170519,0.179201957002776,0.140663737714104,0.0972867149445993,0.0539302911446363,0.011727292377315,0.0096223767074664,0.0072536613309081,0.0048723207794694,0.0024383199591221,0.0,0.0024612446187732,0.0049557133819684,0.0075277605223886,0.0101878516455269,0.0127157106738661,0.0128029240529735,0.0129192085584501,0.0127746835302149,0.0127597326652251,0.0130089137483892,0.0131251982538658,0.0132946413904174,0.0135911668793827,0.0136102707624253,0.0134674069414112
1015,1,15,158561.122,3.05131248479154,3.27161755922442,3.4919226336573,3.71222770809019,3.93253278252307,4.15283785695595,4.03118252711966,3.90952719728337,3.78787186744708,3.66621653761079,3.5445612077745,3.57061992339624,3.59667863901798,3.62273735463971,3.64879607026145,3.67485478588319,3.56456436525975,3.4542739446363,3.34398352401286,3.23369310338941,3.12340268276597,3.1110714646914,3.09874024661682,3.08640902854225,3.07407781046767,2.8115177210029,2.54895763153812,2.28639754207334,2.02383745260856,1.80752440065455,1.71452343633657,1.66064474161069,1.56480199425836,1.52100539343631,1.44257143184493,1.31154242332276,1.23294302438717,1.14494364091594,1.03826540549265,0.940312295380037,0.988284531790648,1.01090187509075,1.0490555056805,1.08458083519383,1.11527588090943,1.0171770354686,1.12901400852542,0.877448646506174,0.447721175287906,0.467399047425529,0.693130521244944,0.483486238181579,0.340474300204211,0.449196753788355,0.246667799162177,0.292848756529673,0.281696888280532,0.275927913531063,0.274241317737101,0.290067046537958,0.303136250178964,0.323153456398043,0.46291854320962,0.417015266772046,0.383704396682022,0.338613285264616,0.291891884785021,0.249777056491049,0.256181142789636,0.25749026540316,0.259436258477316,0.259666239476989,0.266123398313963,0.262107576242749,0.263876660855619,0.267220230773942,0.271236052845156,0.270829163384196,0.243982838835318,0.217234279488731,0.186163567103754,0.157338661079957,0.131245594137296,0.125356441814657,0.119821255390137,0.115180704365318,0.108019263632989,0.0996389422243363
1017,1,17,156222.119,3.53067559861187,3.93777455827328,4.34487351793468,4.75197247759608,5.15907143725749,5.56617039691889,5.24365973765626,4.92114907839363,4.598638419131,4.27612775986838,3.95361710060575,4.39301262510427,4.83240814960279,5.27180367410131,5.71119919859983,6.15059472309835,5.79856088589692,5.4465270486955,5.09449321149407,4.74245937429265,4.39042553709122,4.21208135182422,4.03373716655723,3.85539298129023,3.67704879602323,3.40448649473829,3.13192419345335,2.85936189216841,2.58679959088347,2.37500376566897,2.14708265862647,1.96833170364599,1.74036986228649,1.56994484037635,1.36204263358793,1.24306170153109,1.17371704714886,1.09554563681433,0.999498339485745,0.911788028444072,0.880379248523297,0.825585857596172,0.783492322647655,0.738565408428012,0.690019668577308,0.844840073627805,0.800473355599076,0.396155863411929,0.343071677336944,0.546613688316853,0.365091795922216,0.484229897485401,0.348905683523554,0.492810218388004,0.142770879124719,0.246288861181963,0.21579179153064,0.270060077391016,0.12391337830136,0.229169742422998,0.162451338165493,0.174953673521449,0.184436719509739,0.183073531475555,0.187556322895662,0.186691222797045,0.184541580127754,0.185065883217825,0.189810826182967,0.190780786899599,0.192222620397294,0.192393018901567,0.197177284598466,0.194201864562312,0.19551262228749,0.197989954388076,0.200965374424229,0.200663900147438,0.185138756305969,0.169765357878068,0.151002062697185,0.13398091577434,0.119424018581707,0.134233539118988,0.149885876873558,0.167458827591825,0.1819440868334,0.1941345621945
1019,1,19,155384.303,3.03492103819341,3.1886025680295,3.3422840978656,3.49596562770169,3.64964715753779,3.80332868737388,3.63369426818163,3.46405984898938,3.29442542979712,3.12479101060487,2.95515659141262,2.96082560799231,2.96649462457199,2.97216364115168,2.97783265773137,2.98350167431106,2.89837797579245,2.81325427727384,2.72813057875522,2.64300688023661,2.557883181718,2.52574507937428,2.49360697703056,2.46146887468684,2.42933077234313,2.27537764593515,2.12142451952718,1.96747139311921,1.81351826671123,1.70314145196276,1.58276791130527,1.49856525015703,1.37665787309421,1.30043083945299,1.19405516024663,1.09094887474303,1.03139081301941,0.964106937414614,0.881091112702218,0.805409113150862,0.767302488439618,0.708699275257388,0.660999708492969,0.610759461897943,0.557464211810941,0.618735263155623,0.751201254030968,0.798715402708032,0.441808535392256,0.461067626228848,0.311594833273234,0.393864206866201,0.488895578606174,0.703636006880506,0.529458473297701,0.582631059679976,0.450215908180409,0.833805934013374,0.253500536868064,0.529303789852499,0.617379774878729,0.461427296979136,0.260274175512168,0.0714054874245621,0.0710638301812927,0.106104074352382,0.139843128817167,0.175300548313941,0.160347888998706,0.141620684906055,0.122996659744782,0.103393904376396,0.0857630524455376,0.0844688815417859,0.0850390008826457,0.0861165264368707,0.0874106973406224,0.0872795698922247,0.0878781952001274,0.0886763622773312,0.0876843546242351,0.0875817331428804,0.0892920911654597,0.0900902582426634,0.0912533016980174,0.0932886277448868,0.0934197551932846,0.0924391499270057
